Name,Brand,Price,Shipping_Cost,Location,Views,Link
Apple iPhone 12 Pro - 256GB - Pacific Blue (Unlocked) A2407,,$334.17,+$72.13 shipping estimate,from United Kingdom,,https://www.ebay.com/itm/405164011833?_nkw=mobile+phones&epid=15041716748&itmmeta=01J5FBSZJM889E303EK65M71VW&hash=item5e55a83139:g:E9YAAOSw2MRmr0pn&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKmDSOAWx%2BmBNr7eH5jT%2FW3F3SGEXx%2BY699qkCLJDpoMVcp%2FMqy675qW3bG33xgDf1M%2BJjs9BiiRMHltqKM6ygB1%2BVU%2BmnIHs%2BsV1aizfi1cxl%2F7o36o58rWZSyTCXyBkQWhlUh4u3kFnRv8Tbw4wFjsUfoQS%2BUPVth7zvJSm%2FUG14TU43qeYZa2jTuJysI%2BxX3PSPk6kr33vbAimeieAMhOaV5gJWfkaK9EI1iRx2h3QabBgBejcoT%2FzGQ4zNg3KIE%3D%7Ctkp%3ABk9SR7b55-urZA
"New ListingXiaomi Redmi Note 13 256GB/8GB 6.67"" International Unlocked Smartphone, Ice Blue",,$148.79,+$30.97 shipping,from United States,,https://www.ebay.com/itm/135196471375?_nkw=mobile+phones&itmmeta=01J5FBSZJMC0TF8GMSNQC1DE1S&hash=item1f7a56704f:g:aaIAAOSwc~NmvKND&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKkIuz43ffz4n8M1gIIkzb25juG%2F30I0zawWfEIz5EwehvYSXS%2F92Y5stH2E5%2BhATaFuJp4hf6dgcQEFc6ysa3Tedupb173SZtOokbb7gDqb4Erd5uIGriXLxDcmJG8BwDHmiMelJI7USZee4D1WO5thaBVYk48bCjYWUYWoGXjOdYcELFdNkcU7pxfQ%2F8v2ilY11u9EdkhQQGFUz5go%2F6SxPhlO9c5qnuG6Fy2yf8sW%2FC%2FgynNO%2Fg%2BRCvkSMKXXU08%3D%7Ctkp%3ABk9SR7b55-urZA
New Samsung Galaxy Note 10+ Plus SM-N975U 12/256GB Factory Unlocked GSM+CDMA,,$229.00,Free International Shipping,from China,37+ watchers,https://www.ebay.com/itm/305651644039?_nkw=mobile+phones&epid=12033734402&itmmeta=01J5FBSZJM2MWG77VVYMR8QSZR&hash=item472a41f687:g:AgYAAOSwwHFmg~d7&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKnAAhZjs0Yd7biapr6qb--N0IJI3QPrbadXUOQ4m9bkVlAh9kNXILX0D8FeKZdHS6QSvQJL4KiyOHpZRNmzIg9WVorX%2BJG93xTKJ1rD49E5NwonYvbxAqz8A%2FtW85LFmlzEfGO%2BaSCgjwvIDDGydMCesILy5Tyh7t%2BxNltj2gCupLHzRSD2Kbn8l5qPj9pBqM3mLgukNewYgO6C1YPIP4jazLCsSxdQF2yxWZ4cr100EaAkIMwKj7FqL5AgNzWVpT7U7qQStG356o63lUEP%2F2fYUf%2FHgf9%2FXdwDWrln8fgjHg%3D%3D%7Ctkp%3ABFBMtvnn66tk
NEW Samsung Galaxy S22 Ultra 5G 128/256/512GB SM-S908U GSM CDMA Factory Unlocked,,$429.86 to $647.66,+$10.00 shipping,from China,10+ watchers,https://www.ebay.com/itm/186615503183?_nkw=mobile+phones&epid=21065009430&itmmeta=01J5FBSZJMX5YY2SJEYBR8AAJS&hash=item2b7326994f:g:Fp8AAOSwrJhmb~~t&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKn27ScGP2DJ1ba9PLyylPGjXfQqIR%2B0pKsiqmGC%2FHtX0gRHRW9GhidcEFQ%2BPMjqs6f38IsS7xZpltTyJrGUW8xr8FwDKayexQtOZuQz%2F3dIBvARYwb2OYQ%2BXL30lj7%2BQAO4DHrJjoMzZfMAjcu7mM8b4z4ZyXr2QJ6xYm%2BMc%2Bd6kSFxj7Y5pX9yXuBdG%2FK6AEx4nGeDP%2BQXfvfXZPNlxAtU4VEgvNxviA6i3M86Y6rXV61ONsDW4%2FGTNrtK2dCU6QAqAGz88cS8BWzvoYf3MsvpSg4%2BIW2jTMglhZQDcpsf%2FA%3D%3D%7Ctkp%3ABFBMtvnn66tk
Samsung Galaxy Note20 5G 128GB  Mystic Grey -Mystic Brone - Green( Unlocked) New,,$385.56,+$60.20 shipping estimate,from United Kingdom,,https://www.ebay.com/itm/256202851990?_nkw=mobile+phones&epid=28056277366&itmmeta=01J5FBSZJNTEP59DZAVW5PBXGD&hash=item3ba6e14696:g:SYEAAOSwvMRk8Pnq&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKkqcG%2Bhaip0MuLzDH4oVHV11wYFZDpWz2CBBHFsNtf8SR0Yv2hmUcuH3FcW4803pzOXkz0I%2BF8pFBCw%2FNg8g1KapN4Wz3DluQrMO2ZjxocNVdisAZZ0C3p8Q03je9J1XrvqBhHsKiWWZHAlNPQ6gQX8wEDZEzvrXeOyzqSsX92GaqKCwy1ZWdJm%2B77Uu2lK6zYN1lClUoCUJXs2kneKng%2F8bRJ4jInAzZd2SRP%2B6WlvHyG9%2F9RN76tgYLy6alFGDPDUhwf7nSeBsNRAvI9%2FDHRVB2Q1oP1plfC48%2BilrN2FoQ%3D%3D%7Ctkp%3ABFBMtvnn66tk
"S23 Ultra 5G Smartphone 7.3"" 8+256GB Dual SIM Android 13 Unlocked Mobile Phones",,$147.79 to $164.46,+$6.41 shipping,from China,10+ watchers,https://www.ebay.com/itm/135122665962?_nkw=mobile+phones&itmmeta=01J5FBSZJNEDQQZQ6V9E2TPV54&hash=item1f75f041ea:g:KakAAOSwQ5pmVuM9&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKkrom8YQa7G9h04eLerA4BLGK0oaBihD3kj7ZXa6mxBjBfkTa1BJukaSUdWPacssuWdOzQHIcIMkNgkNCeNn16VJWGuNmx4y5844ZmXdv4%2FcHirKlrgv6pR1l3FF6RQn9NfUU7AjRlrLLQ%2B723N6zoWsfAT1wSrAzwKKjzIKa3WJETdnBDxELgu41l5kO6O9E1dcN7Q3Eo5yTrrgVEm1g2JKfuQFi4UaIp5u1vvuEm5rmchM2q%2BL5RmJrwsNsQ6ox2E0qd%2BjUyQYkxgvri6Ym%2BVhjPVaJMo4F1XYqfylvSSnw%3D%3D%7Ctkp%3ABFBMtvnn66tk
Samsung Touchscreen Phones   X 3 Joblot,,$8.98,+$69.89 shipping estimate,from United Kingdom,,https://www.ebay.com/itm/387299346599?_nkw=mobile+phones&itmmeta=01J5FBSZJNKJTEP7FHBNDS7WD6&hash=item5a2cd708a7:g:OBMAAOSwbexmtREO&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKlqJffpP6qvEY%2Fo5Qyp%2FisQcALSwb3o3scaMIFCpGvQFa6qYJ9gbDv6JE6Grb3D%2FC%2BudmCxRl%2FHNAPx51Ts9AqkKu%2F8JAjHYmgqL6kp3XL9pB%2F8F5%2B0C48fFzod15zKcGp%2F%2BiEt6jOO2hkFZe%2BYUxTVwYVB1yaps5jeCIo4rIzR7I5O1KwheSyhJyhh1qG7nhl6NTCErSRUoY80H%2BGpkQPbwDw8uWZUZB%2B%2B%2F1vvrXiF8aBXjvhQZyYgENSRGhPUDXGWjcFJ%2F2yZGe0TXSb85U7VW6knsxLEt7C1PrHO9aNkIA%3D%3D%7Ctkp%3ABk9SR7b55-urZA
PRESALE PRE-ORDER - Google Pixel 9 128GB (Unlocked) - Obsidian (GA05226-US) New,,$624.99,+$45.01 shipping,from United States,20 watchers,https://www.ebay.com/itm/296631516938?_nkw=mobile+phones&itmmeta=01J5FBSZJNXMM3YPFHRW7MMYEA&hash=item45109dbf0a:g:F0MAAOSwJWFmvQZm&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKlkEso7g0L6%2FTrcIdLJAAMAR5tPyhGvLtMeq%2F7YivxECmNikoW6FJzUWi7rm9I18qz37II7m0T8qq7FV%2Buf2M62NOlMKi4p14OPiZDjWG1TsmHpw%2Fs%2BKaHRFg7bC09plX9NItvjMckYFY%2BpCyfv89VDmhje8DHnc5lr%2F7mw0fFgq01sqopTV6b9%2B9v3fdxAMMksjUDknQkEJOps0jd6JKgbUVpn%2BG%2BtUIHN9lc51A7U%2BdTEAf0BaJsAxbL3OCirFthuEbQ4cd85KvblEM3FB6HXZdlmVez2BLnuW2QphlOa%2Bg%3D%3D%7Ctkp%3ABk9SR7b55-urZA
"POCO F6 5G Limited Edition(Deadpool 256GB 12GB RAM)8s Gen3  6.67"" Global Version",,$439.00,+$29.00 shipping,from India,53 watchers,https://www.ebay.com/itm/176506468892?_nkw=mobile+phones&itmmeta=01J5FBSZJN8XMMZV6N1VN2Q1KZ&hash=item29189afa1c:g:PeQAAOSwSMdmr0Lk&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKmBJKLKZ6jDxYXTWDPGER4YwyJWc%2FCq%2BmQIYOerhFw3gEkkLFIxOBgMk1RP%2FrCJq7ZDS2IG55kf1rQQdlkLWGtAcvuQaP9Oi83wcmqtnASg0sU3vJTX4wUsT9iOoq7wGBqUTnkUlwnXdpqJh%2BtbJnRJRr7xuZIyhGV4ZPZvzOHS%2FJPfaIVqI2udzlBv%2F4FalxVBtgTLLpyinYf7yAFwz1%2FKGjFgSFyqB3omNGc3Yc7mWjUQDodmCBGN2Y1T1z61cejpUfHPUXpSTA6W5dsvIWnDMGQ4YEMgQTwEpI%2BqZ%2BAX4w%3D%3D%7Ctkp%3ABk9SR7b55-urZA
Xiaomi Redmi Note 13 Pro 5G Snapdragon 7s Gen 2 120Hz 200MP 5100mAh 16GB+512GB,,$210.77 to $384.29,+$7.70 shipping,from China,7+ watchers,https://www.ebay.com/itm/355911491928?_nkw=mobile+phones&itmmeta=01J5FBSZJNAN25QVW5X9KHESVM&hash=item52ddfa6158:g:aWEAAOSwsUdmqNLK&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKnNiTi3aL5uJTZnPwa6cME89l%2FlwTOWIEknT%2By6qmJW91hQ6cqEEh3yPoYg1U7vo%2Bfi5CTZTA3FJgD6h2iOjfwnYQOKIKAgC%2FYLaDPOkxq0QN7ah5sbIw%2BS8tzzfpgiSkAXf24nfJcI3%2FbXIcK5Cf3g0q1xZF0OJOElheJtRPvRbNjxMtRrr238MKfgieoL8aRLVY1grdBgYkptHiZiJ%2FJEej%2BSAqwbDbeApzrBR2JTBm%2FHAIhK10bBRnIgGwMapfA0Z98v84FMmVHfJ4qRzmI9%2FBvfvy1p1aQ%2FfsaMhRDQfQ%3D%3D%7Ctkp%3ABk9SR7b55-urZA
New Fashion 5G Smartphone 16GB+1TB 7.3'' Android Dual SIM Unlocked Phone,,$119.99,Free International Shipping,from China,1+ watchers,https://www.ebay.com/itm/405152308254?_nkw=mobile+phones&itmmeta=01J5FBSZJNQP98DGDZMP98B593&hash=item5e54f59c1e:g:3~sAAOSwxFhl4Far&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKls57ZKAPpd069wIC42Y0h31OdjvzYHNy1VATPyAoIcPKakfY1AkS5SXuuGP41Tndj5Ls4lGJHQbgl5OBLFgjTUQHL%2BKa5CHcNFmcaAPiQT2dlYy78mnQUT9JOMVUSzDmgePT4AzpAwYH0hOb178BHGSJk4xL6g1lYZSdhL5Q6Bny4M6LVus%2FgMc%2B1Hk1TSs7AmhQ2U0SF1MMMorHkYqAS4YfTFyXfM9wC7S9NiPkAI%2B%2B0VjJFuhn5%2BRxmp%2BvlL84HLzaIJniqwqXatmurC3XW6%2BSUOhwnvBr1SEkFM9jGWCQ%3D%3D%7Ctkp%3ABk9SR7b55-urZA
"OnePlus 12, 16GB RAM+512GB, Dual-SIM, Unlocked Android Smartphone Flowy Emerald",,$699.99,+$70.37 shipping,from United States,,https://www.ebay.com/itm/355827377708?_nkw=mobile+phones&epid=14065031726&itmmeta=01J5FBSZJN65VTNNF8CPX7V7EH&hash=item52d8f6e62c:g:HyMAAOSwIRVmvmQY&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKmQ8cNUrRewtIZdxpHNSgxahosS5iZyV5JHZtrf4JC2uOtKujZi%2F4JtamNcpwMNY1Tt25BD1zUpExjM8lJQ0A9bZ8LP%2BO5XJgjkpXIKGjyGOAaBhSnvLL7wMbsWIZYuXRtdy3%2FaBd%2FXz4hptUC%2BQRKdWRvyHZ9oj3D%2FMwOo1hAYvcCEMMrjXOlprV8I6h2LmS0GZhqFB3Jjh8gyUMKHKsmsScHMMBLJO6l7biVPH8GxGoGsv1CuODdIJp2J6qhSuvw%3D%7Ctkp%3ABk9SR7b55-urZA
New S23 Ultra 5G SmartPhone 16G+1T Dual Sim Android Unlocked Mobile Phones black,,$173.51,+$7.70 shipping,from China,84 watchers,https://www.ebay.com/itm/355806731638?_nkw=mobile+phones&itmmeta=01J5FBSZJNT2751K5B5ADRJV37&hash=item52d7bbdd76:g:RjwAAOSwxhFmRGUt&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKkN44ED3wRTPPqX2K714o8Lja4G7Fc1FOs09wvX7Syz8dIyBOoYQKTzEYng6oxwRezIolMHtFO9Sy6eQEWIg%2BhZoNZF8%2FKWutEoN8FQ%2BmSR2iXwWtxEgGf6pbq1XjWSa61nV1Y2G%2BCyQCYSfPIDR2KhSluft6LC8bOKQRkA2SWQzpDcSQWHBbJ%2F8jfwSw%2F3pN6L4fIqqpZwmOJ4M8klujx54iRqvvtrFkex0wN4UqvbYZQHmwbbsFjlkOYjTtp%2FQXqAIPxhWSOuLcCQlV%2Ff1URz1j8OkJGiSMF5YjBqE%2FyXLA%3D%3D%7Ctkp%3ABFBMuPnn66tk
NEW SAMSUNG GALAXY FACTORY UNLOCKED S22 ULTRA 5G SM-S908U 128/256/512GB GSM+CDMA,,$421.75 to $650.75,+$10.00 shipping,from China,29+ watchers,https://www.ebay.com/itm/395532090071?_nkw=mobile+phones&epid=21065009430&itmmeta=01J5FBSZJNVTPA6S6YKZ98241S&hash=item5c178cbad7:g:D5QAAOSw32tmkppV&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKmrlfF1rG6JpuhRpI6%2F5fxb8%2FxtKfyxX7qFJTnCq3FB19Bo%2BPeknncpoH4n8%2BbaQKVpksjLHB0QMcmrF3pvFcFlUgLN8CrUR2B6hKICP%2FGrrh%2BXG4YoL%2FY3QjLjUf6d%2BbHL89ySHSjT71K62Zow7NqJkdPOaofGI%2FATl6orEb%2Bofpg80rYhc0sEhVHzbdMRhQIsltKOHvGFWTFXmxGpXxH2ZmAKF6ND73hsjBUlYxfmUEgpkllajq9NmmIiSczJgAS5cr%2FWEhFDAsVwUA28%2BQYM0f6qGI%2BkeRm7eNLFbAbrDg%3D%3D%7Ctkp%3ABFBMuPnn66tk
Samsung Galaxy S21+ Plus 5G Unlocked G996U 128GB Android Smartphone Very Good,,$189.00,+$31.71 shipping,from United States,,https://www.ebay.com/itm/335247640004?_nkw=mobile+phones&epid=20043689450&itmmeta=01J5FBSZJNP8DEC3SX3D4AF90C&hash=item4e0e5105c4:g:Fh8AAOSwG11kJHCN&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKkfP3MCo9GORnAS0PomnWAs8Ag8cFD%2B%2BNT7ewvxK0x%2BvtuWlbQopptgHkfjOl%2FP%2F0wG2uxyv323yc89zMVjL1mVr0PHT5VsRp1Edu%2Bst39SYTJQ63prLrbLjgeziX7jpLcBqjclgeoZU1Qcsu2cvh6tnm7Zy7IObYomb0K%2FomYJlUhF7GIRWQthWQxLw3lwSrBTFmru%2BerWPbCtN0PE72h%2FNWZZSqJRm59p5eRJjtHY6WmSOx7eYXCJmS5%2Bi5CgBtNimrPCsODlH2TMp0Nl%2FPoYx%2FCebm7VRi6lSxUqs%2F%2BXjw%3D%3D%7Ctkp%3ABk9SR7j55-urZA
"Fairphone 4 256GB 8GB RAM (FACTORY UNLOCKED) 6.3"" 48MP",,$339.99,+$36.61 shipping,from United States,,https://www.ebay.com/itm/196145784812?_nkw=mobile+phones&itmmeta=01J5FBSZJNCNK3BK3D6EV64A0F&hash=item2dab3327ec:g:ffQAAOSwSsBlhKNs&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKnYPPJKJ4d6ocrrJdKvRkcm%2BFUSpIfytJ3c%2BItVn5JlImVmRTlRMk7d2EWtr7zKkq1oB7cUwdmcUL6DBJ%2F47UmmmjDIE8sDUNUQkkB%2F2Te3SWpKHlu5QWc93crD5Trs3klko0uB%2F4Ag7hUcb2IwLq2QPSoP8yCIYUNmvZxxcOLF1%2Ble5yLJeIC3nM2GgkswOI%2FCzIu5jZSJAYkBIs8xoH529E%2Fp2UvV%2B43A%2Bno75qwmGwPD9Datp8QpBfp0WC8W2WQ%3D%7Ctkp%3ABk9SR7j55-urZA
OnePlus 10T 5G 128GB Moonstone Black  T-Mobile Unlocked Smartphone - Brand New.,,$266.99,+$34.45 shipping,from United States,,https://www.ebay.com/itm/185997734023?_nkw=mobile+phones&epid=6055469363&itmmeta=01J5FBSZJNMPTWRHZKPYK45ST5&hash=item2b4e543087:g:RlQAAOSwhRhkuYfh&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKm1gkiVK5gfPdHEYA8XdAeRj%2Bis7M09k6lZKiobQ%2FvNCf%2FbyidzSr3crLC%2B%2B7IdZWvaXb3BGAp0qYHSrilraOPOZdxqJ4fGVVppv4nuPVDOzTOrizr9OpsxGcP9J4DaOyyfG96chdVk7o4rG1H3zmqc%2B3697ekVlUtdsF%2BYti4c7K%2FRs4UidWtt8Ufpww3o8ppbmRnk0WXDSI0O8CfEn6GDI%2But9SYDNXd8cQtaCxXgbVb9IS%2FvrZdHdEwoAIz3Ia0%3D%7Ctkp%3ABk9SR7j55-urZA
SHARP AQUOS KEITAI 2 601SH White SoftBank 4G Android Flip Phone Unlocked NEW,,$288.88,Free International Shipping,from Japan,,https://www.ebay.com/itm/387258856810?_nkw=mobile+phones&itmmeta=01J5FBSZJNW5NN1VZH3TYFNPZK&hash=item5a2a6d356a:g:r1IAAOSwqp1mrN8B&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKk0g3f6SUilOM7Z964v0rXBEQGsdPOMpr0WLOtLKlQ8%2BFRuVaA8sCqbJp3nYRTtGtA5oM0rHEM26HgxnaN8nxCk7VrBlFzaaA%2BsQ4M9pCeP%2B39KPhF54ArnhShwlRmkrTkJI1%2FkhMoQ7VGqztsmX4AeJCZ5%2FVr2cyk8kxwarmdWkWSe5OM3bIilecvrC2BomNulIMEnHLewRomu5BLEOGu6%2BNqfkIgZKuLUDHksTgltgzAJuN01MtfEfbTEwaIza3E%3D%7Ctkp%3ABk9SR7j55-urZA
Apple iPhone 14 Pro - 128GB - Factory Unlocked - Excellent Condition,,$669.99,+$46.34 shipping,from United States,34+ watchers,https://www.ebay.com/itm/126595003970?_nkw=mobile+phones&epid=24056252938&itmmeta=01J5FBSZJNZGBM2NECYNJPKP3Y&hash=item1d79a67642:g:eqEAAOSw599mo6rR&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKmwDpuYiPrCkrg6ZZefD485q5THPy1tjeycQ2jSTF3P1iZzd9qCScGPguurFgZVNBnaHHHDMUmFiIjbkiCIxwGbzpX5XgTGfPfeNXfrvtqZ%2F7e44o3vuYNAZ%2B3880hifZnydH7vQWhvHFr69Hz0%2BcfMo6e0KZ%2FUHlKFLN0EaI59BN9sjXngT0LjznH38JoDvvZZZ8FjHsQE72e42o7CbI0PFZswPVKYdVDrQwAy%2FyUZ0RjxrCe60R6dIYYXfutC9L0%3D%7Ctkp%3ABk9SR7j55-urZA
Motorola Moto G Stylus 2023 128GB 5G XT2315 Fully Unlocked Black,,$119.68,Free International Shipping,from China,69 watchers,https://www.ebay.com/itm/375547764174?_nkw=mobile+phones&epid=18037045918&itmmeta=01J5FBSZJNFDW60Q71GSJHBEBN&hash=item5770641dce:g:F-sAAOSwZZlmm83H&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKlGWJsFG0jZbnNEtHVOj82uRZtaaEaOgGjrz25n4HaSSL3I1RFUL4zZLWVv2zPVCoOd3HzoS6w3sQ758k3ev78GWHLW%2BDFd3reAh5%2FPo9A6xyjLyvTHMq8dVlw%2BMyhV1f03Llh8jO8gL4%2FznSvazeIHKVCkKv0bZZDz4V3aVg16uCdFQOvPp1wOYqhz%2FIhvyk4P5YoD0nyHqVHwgJHroIZei9i%2BM8DRtwJwcyzmPToot76K%2BVe1VFJAFKdAXG5WA%2B3MHZQWDW5kRC5IiVKtCgzZuqU1%2B2s%2BKAxUyBwssDwzGw%3D%3D%7Ctkp%3ABk9SR7j55-urZA
Motorola One Power (P30 Note ) Dual Sim 64gb Factory Unlocked,,$45.00,+$27.90 shipping,from United States,,https://www.ebay.com/itm/166904949806?_nkw=mobile+phones&itmmeta=01J5FBSZJNWCXP5YCQQTYBG7ZP&hash=item26dc4f6c2e:g:dzwAAOSweIFmsZrj&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKkxvgnOOOjA7JGSGriJGp3kOvR4W%2BZ%2BrdbpxqkcBNdf7fuBODE9QhPBhddZF0rao3%2F1KU7DwhlCejDQHjstOzQvr6pR5L69yXjiSQeRdLEfVSQp3GIDbL01cX%2BPVBXECkWF3JEpWubjnrd9S%2F0%2FzUIx6U0xlUAQ4%2Bfh2Bojg%2FzFRBJ1UCCPGwUmyQ3nPiYhAQeXRcoaqy%2FH%2BxT9eOOv%2FfKkSXogIc1tOlmeFHXgMcDSCQBR8NNgfFENEL16R11wcH0%3D%7Ctkp%3ABk9SR7j55-urZA
New ListingSamsung Galaxy S22 Ultra - 128GB 5G Black Dual Sim- Unlocked UK Model Brand New,,$340.59,+$72.35 shipping estimate,from United Kingdom,,https://www.ebay.com/itm/256606124258?_nkw=mobile+phones&itmmeta=01J5FBSZJN3S86Y4THDNQB5BJW&hash=item3bbeeab8e2:g:L9YAAOSwOLZmtSEk&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKkvNjqqchEpZ3%2FlVAVrY6DWeidmm6xy1zI6pN%2BgeNTanEXJWxM4w%2FTR1wM4U%2BFGuHtAg7P0EH6OrR4OAafpFowX9TR1xcPT%2BvVYUMKd%2F40tKOa2bA3MA3pSa2%2BqFCudEpYIWUr%2Bl31t2zSmzXgPErIDN78NwYf8DWtcHnVElXjyEzup3hjuTZY4%2Fv3FXMKSyNqLYPh1M7h70sZOxyfOtoIl38Ij%2BG4QqPBdr3u%2F0idnmgGK79D2MK1sCPzIYCpYpS0%3D%7Ctkp%3ABk9SR7j55-urZA
Samsung Galaxy S21 5G 128GB G991U Unlocked - Good,,$154.99,+$22.88 shipping,from United States,,https://www.ebay.com/itm/254987231741?_nkw=mobile+phones&epid=28043687656&itmmeta=01J5FBSZJNVAZYS77FVKVHF7CX&hash=item3b5e6c61fd:g:C0EAAOSwPC9mVjpy&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKnY150blS%2BFtPt9Djb0Kx94H9J3PUaQCbDgEX2VW%2FStnv1ZiNSS6AW00EX28DlDn2%2B736Zn40vbDBwLN3D0gL1Sc%2BsfyPNYrKtyaoKTO7d7sBMN25nPVLUstK35LRMrlwnpNlGo1FQWb%2BVGvfEuMSsZORzFEwJCgjSBIbPi94ce0fupCeqhxSofA%2BxWpptK5DZZjzj2QhPT0Zn2ktmTbhoajffASntLTa%2F3G6VHqjbN5rIZg3LbHjesKFLPpeTXmGE%3D%7Ctkp%3ABk9SR7j55-urZA
Samsung Galaxy A55 128GB 8GB Ram  Android Smartphone  Unlocked 5G Dual Sim Navy,,$339.91,+$58.62 shipping estimate,from United Kingdom,,https://www.ebay.com/itm/285809322198?_nkw=mobile+phones&itmmeta=01J5FBSZJNRJR1QTYEZ548SAGE&hash=item428b9028d6:g:H9IAAOSwX8Bl~fXL&itmprp=enc%3AAQAJAAAA0HoV3kP08IDx%2BKZ9MfhVJKl0DvLkrmnw7dZ1oXrWgoRMxUZr4H7H1a6rntC2fs9IQn4KUBljCEcw3bsSznM8Sg%2FjzmS7yBagCSg33yg8DSP36igM%2B9cQnizUsppUmWpE5kmyWv5myTg1lU4BqqygP%2BRmCrbuqOz99dfHIt0hpHDKhPRokCDcLzK3PgXYQq09B1JAGBz%2FFsfomQewO6z9fjI1uEorw2J8vPIQzb%2BTrg2fXD%2FRnRUinh0dgEAfwdIL%2BT7fAVIeyHU1x5iKCQXt6Rk%3D%7Ctkp%3ABk9SR7j55-urZA
New Samsung Galaxy A14 5G 64GB Black 6.6″ FHD+  Factory Unlocked - Tax Invoice,,$152.47,+$24.66 shipping,from Australia,,https://www.ebay.com/itm/226060117786?_nkw=mobile+phones&itmmeta=01J5FBSZJNG7RKM38GKYJR01VQ&hash=item34a23ba71a:g:eqgAAOSwtQ5l~2MH&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKn9EBcHdhghkcQYrosiG4gNl3XV4YpT5K35sz4%2B4RgM4VyyYAloFLWK3wIrp78nkTFPIhVh6WG6In1oSKPhSnBSU4uGeNKlIPFvQl%2B3BsXu%2BHmLErdvYuRRBpbcGo1P2%2BZBp4h2thRl8W9Wj7acvuh7j%2FKsNmyPaOWHd3zAntaEkGwBkc1F7gIXDFcpeSGZMqeKLL%2FUO%2Fiht3QDGMhYS1z2fIr5LAHf9WeZ7yF9wwFW1zmiQ0XxLM1nNFnubX5OhD8WJ6SegPMOi3GReF2R7dA71m7IFcPapXr8UAyLBdLk8g%3D%3D%7Ctkp%3ABk9SR7j55-urZA
"Motorola Moto Razr 5G 2023 XT2323-5 128GB 64MP 6.9"" Unlocked (Any Carrier)",,$323.99,+$35.69 shipping,from United States,,https://www.ebay.com/itm/196310390862?_nkw=mobile+phones&itmmeta=01J5FBSZJN7CR7T7DBD2Z7WY7S&hash=item2db502d84e:g:2WUAAOSwIslmAFIC&itmprp=enc%3AAQAJAAAA8HoV3kP08IDx%2BKZ9MfhVJKk0hKfq4b2IArEagWd8PTgSRl2es9svHX9uge2uaIMC3XCWzRc2ewJu2chgMokc7eGUJlaldKhE74Ioea9zw9%2FoPCBL8CCeFNEbWSsHld9fzy%2FgUKPo%2FTS19BAGHvolAB8Y2VGfRDNxUuVIfhz2QJ1fU4Fad5P3P5d9ZHkMZMN2CRyDG88bNYCdk7VwRQqTOiCvU3WYICh62K4FJCUdnQglKn%2FrEtWnHbDP%2BnLx3py7fymthICZD--4ZYZlev0nc8%2B6YcjkGnHPqnBXvrpy9AtUwXoIQCcSNjmPjJEjBfC6AA%3D%3D%7Ctkp%3ABk9SR7j55-urZA
